carrera,carrera_grupo,Carrera_normalizada
Licenciatura en optica Oftalmica,Salud,optica
Licenciatura en Rehabilitacion Visual - Ciclo de Complementacion Curricular,Salud,optica
Magister en Oftalmologia Pediatrica,Salud,optica
optico,Salud,optica
optico Tecnicatura,Salud,optica
optico Tecnicatura Contactologo,Salud,optica
optico Tecnicatura especializado en Lentes de Contacto,Salud,optica
optico Tecnicatura Universitaria especializado en Lentes de Contacto,Salud,optica
Tecnicatura Universitaria en optica,Salud,optica
Analista en Organizacion Industrial,Economicas,Organizacion y Produccion Industrial
Analista Industrial,Economicas,Organizacion y Produccion Industrial
Analista Universitaria en Organizacion de la Produccion,Economicas,Organizacion y Produccion Industrial
Especialista en Automatización Industrial,Ingenieria,Organizacion y Produccion Industrial
Especialista en Gestión de Organizaciones Productivas,Economicas,Organizacion y Produccion Industrial
Especialista en Productividad Organizacional,Economicas,Organizacion y Produccion Industrial
Licenciatura en Automatización y Control de Procesos Industriales,Economicas,Organizacion y Produccion Industrial
Licenciatura en Organizacion de la Produccion,Economicas,Organizacion y Produccion Industrial
Licenciatura en Organizacion Industrial,Economicas,Organizacion y Produccion Industrial
Licenciatura en Procesos Productivos con Orientación en Automacion y Robotica - Ciclo de Licenciatura,Ingenieria,Organizacion y Produccion Industrial
Magister en Calidad Industrial,Ingenieria,Organizacion y Produccion Industrial
Tecnicatura en Mantenimiento Industrial,Ingenieria,Organizacion y Produccion Industrial
Tecnicatura Superíor en Automatización y Control,Ingenieria,Organizacion y Produccion Industrial
Tecnicatura Superíor en Mantenimiento Industrial,Economicas,Organizacion y Produccion Industrial
Tecnicatura Superíor en Procesos Industriales,Economicas,Organizacion y Produccion Industrial
Tecnicatura Superíor en Procesos Industriales (Orientación Industria del Calzado),Economicas,Organizacion y Produccion Industrial
Tecnicatura Superíor en Procesos Industriales (Orientación Industria Metalmecanica),Economicas,Organizacion y Produccion Industrial
Tecnicatura Superíor Universitaria en Procesos Productivos,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Automatización y Control de Procesos Industriales,Ingenieria,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Electricidad y Sistemas de Control Industriales,Ingenieria,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Empresas Industriales,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Gestión de Calidad,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Gestión de la Calidad,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Gestión Industrial,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Instalaciones Industriales,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Mantenimiento Industrial,Ingenieria,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Organizacion Industrial,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Organizacion y Control de la Produccion,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Planeamiento Industrial,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Produccion Industrial Automatizada,Economicas,Organizacion y Produccion Industrial
Tecnicatura Universitaria en Produccion Industrial y Automatización,Economicas,Organizacion y Produccion Industrial
Ciclo Traductorado Publico,Letras e Idiomas,Otros Idiomas
Especialista en Didactica de las Lenguas Extranjeras - MD,Educacion,Otros Idiomas
Especialista en Traduccion Cientifica y Tecnica - MD,Letras e Idiomas,Otros Idiomas
Especialista en Traduccion Juridica y Economica - MD,Letras e Idiomas,Otros Idiomas
Licenciatura en Enseñanza de Lenguas Extranjeras,Letras e Idiomas,Otros Idiomas
Licenciatura en Interpretacion y Traduccion en Formas de Comunicacion No Verbal - Ciclo de Licenciatura,Letras e Idiomas,Otros Idiomas
Licenciatura en Lenguas Extranjeras (Italiano). Ciclo de Complementacion Curricular,Letras e Idiomas,Otros Idiomas
Licenciatura en Lenguas Extranjeras (Portugues). Ciclo de Complementacion Curricular,Letras e Idiomas,Otros Idiomas
Magister de la Universidad de Buenos Aires en Traduccion e Interpretacion,Letras e Idiomas,Otros Idiomas
Magister en Enseñanza de Español como Lengua Extranjera,Letras e Idiomas,Otros Idiomas
Magister en Traductologia,Letras e Idiomas,Otros Idiomas
Tecnicatura Superíor en Educación Intercultural Bilingüe - con mencion en Lengua Quichua,Letras e Idiomas,Otros Idiomas
Traductor Publico en Idioma Esloveno,Letras e Idiomas,Otros Idiomas
Traductor Publico en Idioma Ucraniano,Letras e Idiomas,Otros Idiomas
Especialista en Paisajismo,Naturales,"Paisajismo, Jardineria y Floricultura"
Especialista en Planeamiento Paisajista y Ambiente,Naturales,"Paisajismo, Jardineria y Floricultura"
Especialista en Planificacion del Paisaje,Naturales,"Paisajismo, Jardineria y Floricultura"
Especialista en Planificacion y Diseño del Paisaje,Naturales,"Paisajismo, Jardineria y Floricultura"
Ingeniería de Paisajes,Naturales,"Paisajismo, Jardineria y Floricultura"
Licenciatura en Diseño del Paisaje - Ciclo de Licenciatura,Naturales,"Paisajismo, Jardineria y Floricultura"
Licenciatura en Paisajismo,Naturales,"Paisajismo, Jardineria y Floricultura"
Licenciatura en Planificacion y Diseño del Paisaje,Naturales,"Paisajismo, Jardineria y Floricultura"
Magister en Arquitectura Paisajista,Naturales,"Paisajismo, Jardineria y Floricultura"
Magister en Floricultura,Naturales,"Paisajismo, Jardineria y Floricultura"
"Magister en Paisaje, Medio Ambiente y Ciudad",Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura en Composicion de Parques y Jardines - MD,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura en Floricultura,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura en Jardineria,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Universitaria en Arboricultura y Vivericultura,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Universitaria en Diseño y Mantenimiento de Espacios Verdes,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Universitaria en Espacios Verdes,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Universitaria en Jardineria,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Universitaria en Jardineria y Floricultura,Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Universitaria en Parques y Jardines,Naturales,"Paisajismo, Jardineria y Floricultura"
"Tecnicatura Universitaria en Parques, Jardines y Floricultura",Naturales,"Paisajismo, Jardineria y Floricultura"
"Tecnicatura Universitaria en Parques, Jardines y Paseos",Naturales,"Paisajismo, Jardineria y Floricultura"
Tecnicatura Viverista,Naturales,"Paisajismo, Jardineria y Floricultura"
Bachiller Universitaria en Períodismo,Sociales,Periodismo
Editor,Sociales,Periodismo
Especialista en Períodismo Digital,Sociales,Periodismo
Especialista en Períodismo Economico,Sociales,Periodismo
Especialista en Períodismo y Economía Politica,Sociales,Periodismo
Especialista en Planificacion y Gestión del Períodismo,Sociales,Periodismo
Licenciatura en Ciencias Sociales con Especializacion en Períodismo,Sociales,Periodismo
Licenciatura en Comunicacion Períodistica,Sociales,Periodismo
Licenciatura en Períodismo,Sociales,Periodismo
Licenciatura en Períodismo - 4 años,Sociales,Periodismo
Licenciatura en Períodismo - Ciclo de Complementacion Curricular - MD,Sociales,Periodismo
Licenciatura en Períodismo - Ciclo de Licenciatura,Sociales,Periodismo
Licenciatura en Períodismo - MD,Sociales,Periodismo
Licenciatura en Períodismo con Orientación Audiovisual,Sociales,Periodismo
Licenciatura en Períodismo con Orientación Grafica,Sociales,Periodismo
Licenciatura en Períodismo y Comunicacion - Ciclo de Licenciatura,Sociales,Periodismo
Licenciatura en Períodismo y Comunicacion - Ciclo de Licenciatura - MD,Sociales,Periodismo
Licenciatura en Períodismo y Comunicaciones,Sociales,Periodismo
Licenciatura en Períodismo y Nuevos Medios,Sociales,Periodismo
Magister de la Universidad de Buenos Aires en Períodismo,Sociales,Periodismo
Magister en Períodismo,Sociales,Periodismo
Magister en Períodismo de Investigacion,Sociales,Periodismo
Magister en Períodismo Documental,Sociales,Periodismo
Magister en Períodismo y Medios de Comunicacion,Sociales,Periodismo
Períodista,Sociales,Periodismo
Períodista Redactor,Sociales,Periodismo
Períodista Universitaria,Sociales,Periodismo
Períodista Universitaria - título Intermedio,Sociales,Periodismo
Períodista Universitaria T.I.,Sociales,Periodismo
Tecnicatura en Períodismo,Sociales,Periodismo
Tecnicatura en Períodismo Deportivo,Sociales,Periodismo
Tecnicatura en Períodismo Deportivo - MD,Sociales,Periodismo
Tecnicatura Períodista Universitaria,Sociales,Periodismo
Tecnicatura Superíor Universitaria en Períodismo Deportivo,Deporte,Periodismo
Tecnicatura Universitaria en Comunicacion Períodistica,Sociales,Periodismo
Tecnicatura Universitaria en Períodismo,Sociales,Periodismo
Tecnicatura Universitaria en Períodismo Deportivo,Sociales,Periodismo
Tecnicatura Universitaria en Períodismo y Nuevos Medios,Sociales,Periodismo
Tecnicatura Universitaria en Períodismo y Nuevos Medios - MD,Sociales,Periodismo
Tecnicatura Universitaria en Produccion Mediatica,Sociales,Periodismo
Bachiller Universitaria -título intermedio de la carrera de Licenciatura en Portugues-,Letras e Idiomas,Portugues
Bachiller Universitaria -título intermedio de la carrera de Profesorado en Portugues-,Educacion,Portugues
Bachiller Universitaria -título intermedio de la carrera de Traductor Publico en Portugues-,Letras e Idiomas,Portugues
Licenciatura en Portugues,Letras e Idiomas,Portugues
Traductor Publico de Portugues,Letras e Idiomas,Portugues
Traductor Publico en Idioma Portugues,Letras e Idiomas,Portugues
"Doctor de la Universidad de Buenos Aires, area Produccion Animal",Naturales,Produccion Animal
Especialista en Gestión de la Produccion Bovina de Carne en la Region Semiarida Central,Naturales,Produccion Animal
Especialista en Produccion Animal,Naturales,Produccion Animal
Especialista en Produccion Bovina,Naturales,Produccion Animal
Especialista en Produccion Ganadera de Zonas aridas,Naturales,Produccion Animal
Especialista en Produccion Lechera,Naturales,Produccion Animal
Especialista en Reproduccion Bovina,Naturales,Produccion Animal
Especialista en Salud y Produccion Porcina,Naturales,Produccion Animal
Especialista en Sistemas de Produccion Animal Sustenable,Naturales,Produccion Animal
Especialista en Sistemas de Produccion Animal Sustentable,Naturales,Produccion Animal
Ingeniería Zootecnista,Naturales,Produccion Animal
Magister de la Universidad de Buenos Aires en Produccion Animal,Naturales,Produccion Animal
Magister de la Universidad de Buenos Aires en Reproduccion Animal,Naturales,Produccion Animal
Magister en Ciencias Agropecuarias con Mencion en Produccion Animal,Naturales,Produccion Animal
Magister en Produccion Animal,Naturales,Produccion Animal
Magister en Produccion Animal Subtropical,Naturales,Produccion Animal
Magister en Produccion Equina,Naturales,Produccion Animal
Magister en Reproduccion Bovina,Naturales,Produccion Animal
Magister en Salud y Produccion Porcina,Naturales,Produccion Animal
Magister en Zootecnia,Naturales,Produccion Animal
Tecnicatura en Acuicultura,Naturales,Produccion Animal
Tecnicatura en Alimentacion de Ganado Vacuno - MD,Naturales,Produccion Animal
Tecnicatura en Curtido y Terminacion del Cuero,Naturales,Produccion Animal
Tecnicatura en Gestión y Produccion Apicola - MD,Naturales,Produccion Animal
Tecnicatura Superíor en Tecnologia Avicola,Naturales,Produccion Animal
Tecnicatura Universitaria en Granja y Produccion Avicola,Naturales,Produccion Animal
Tecnicatura Universitaria en Produccion Animal de Zonas aridas,Naturales,Produccion Animal
Tecnicatura Universitaria en Produccion Apicola,Naturales,Produccion Animal
Tecnicatura Universitaria en Produccion Ganadera,Naturales,Produccion Animal
"Doctor en Ciencia, Tecnologia e Innovacion Agropecuaria",Naturales,Produccion e Ingenieria Agropecuaria
Doctor en Ciencias Agronomicas,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Alimentacion de Bovinos,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Ambiente y Ecologia de Sistemas Agroproductivos,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Cultivos de Granos,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Cultivos Intensivos,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Desarrollo Rural,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Fertilidad de Suelos y Fertilizacion,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Formulacion y Evaluacion de Proyectos Agropecuaríos y Agroindustriales,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Manejo de Agroquimicos,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Manejo de Poscosecha de Granos,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Manejo de Suelos y Cultivos en Siembra Directa,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Mecanizacion Agricola,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Produccion de Cultivos Extensivos,Naturales,Produccion e Ingenieria Agropecuaria
"Especialista en Produccion de Semillas de Cereales, Oleaginosas y Forrajeras",Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Produccion Vegetal,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Proteccion Vegetal,Naturales,Produccion e Ingenieria Agropecuaria
Especialista en Siembra Directa,Naturales,Produccion e Ingenieria Agropecuaria
Ingeniería Agro-industrial,Naturales,Produccion e Ingenieria Agropecuaria
Ingeniería Agropecuarío,Naturales,Produccion e Ingenieria Agropecuaria
Ingeniería Azucarero,Naturales,Produccion e Ingenieria Agropecuaria
Ingeniería en Mecanizacion de la Produccion Agropecuaria,Naturales,Produccion e Ingenieria Agropecuaria
Ingeniería en Produccion Agropecuaria,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura en Agroecologia,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura en Gestión Sustentable de las Agrocadenas - Ciclo de Licenciatura,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura en Mecanizacion Agricola,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura en Produccion Agropecuaria,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura en Produccion Animal,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura en Produccion Vegetal,Naturales,Produccion e Ingenieria Agropecuaria
Licenciatura/a en Ciencias Agrarias,Naturales,Produccion e Ingenieria Agropecuaria
"Magister de la Universidad de Buenos Aires, area Acuicultura",Naturales,Produccion e Ingenieria Agropecuaria
"Magister de la Universidad de Buenos Aires, area Agricultura Intensiva para Zonas aridas y Semiaridas",Naturales,Produccion e Ingenieria Agropecuaria
"Magister de la Universidad de Buenos Aires, area Desarrollo Rural",Naturales,Produccion e Ingenieria Agropecuaria
"Magister de la Universidad de Buenos Aires, area Produccion Vegetal",Naturales,Produccion e Ingenieria Agropecuaria
